;Descrição;Preço;TotalReviews;Loja;Categoria;Armazenamento
4542;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4547;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4552;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4554;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4555;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4556;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4558;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4563;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4565;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4566;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4571;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4576;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4578;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
4579;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Cinza Aurora;1058.0;14.0;Submarino;Smartphone;64gb
4580;"iPhone XR Apple (64GB) Branco Tela 6,1"" 4G Câmera Traseira 12MP iOS";3399.0;43.0;Submarino;Smartphone;64gb
4582;"iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";4249.0;48.0;Submarino;Smartphone;64gb
4587;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";3990.0;65.0;Submarino;Smartphone;64gb
4589;Smartphone Motorola Moto G10 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco Floral;1078.0;7.0;Submarino;Smartphone;64gb
4590;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;892.05;5.0;Submarino;Smartphone;64gb
4595;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;899.0;0.0;Submarino;Smartphone;64gb
4600;"iPhone 11 Apple (64GB) (PRODUCT)RED Tela 6,1"" 4G Wi-Fi Câmera 12MP iOS";4249.0;13.0;Submarino;Smartphone;64gb
4602;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;999.0;10.0;Submarino;Smartphone;64gb
